CODE,NAME,TOT_P,SANITATION TECH.
3521,Khul Chohar,1338,SEWREGE
3522,Chogam,1485,SEWREGE
3523,Bachroo,1746,SEWREGE
3524,Herman,2527,DWARTS
3525,Forest,0,FSM
3526,Nunmai,1399,SEWREGE
3527,Chode Gam,590,FSM
3528,Reshi Pora,930,FSM
3529,Chera Hama,765,FSM
3530,Pathgam,983,FSM
3531,Khrewan Lasi Pora,1283,SEWREGE
3532,Lawahend,301,FSM
3533,Zaban Mati Pora,519,FSM
3534,Hardu Toru,2632,DWARTS
3535,Hardo Nagisheran,999,FSM
3536,Hari Budha,3575,DWARTS
3537,Gahend,521,FSM
3538,Dharam Sal Khari,1030,SEWREGE
3539,Behi Bagh,2021,DWARTS
3540,Now Pora Tuli Pora,2209,DWARTS
3541,Kalani,599,FSM
3542,Khirman Tali Wani,0,FSM
3543,Wazir Pora,130,FSM
3544,Kumdalan,885,FSM
3545,Parigam Check,1929,SEWREGE
3546,Tarigam Devbugh,1117,SEWREGE
3547,Dana Dhakran,642,FSM
3548,Haji Pora,354,FSM
3549,Sharat Pora,489,FSM
3550,Hanjan,707,FSM
3551,Mutalhama,1934,SEWREGE
3552,Chako,355,FSM
3553,Arsoo,592,FSM
3554,Memandar,2920,DWARTS
3555,Khirmon Toru,0,FSM
3556,Nun Wani,1160,SEWREGE
3557,Mukand Pora,545,FSM
3558,Naw Wathu,301,FSM
3559,Rohu,1344,SEWREGE
3560,Lamdoora,479,FSM
3561,Sheikh Gund,691,FSM
3562,Dashi Pora,803,FSM
3563,Kadeh Pora,818,FSM
3564,Kani Pora,733,FSM
3565,Kot Brari,115,FSM
3566,Gagren,1405,SEWREGE
3567,Van Gam,937,FSM
3568,Serikhawaja,3220,DWARTS
3569,Kader,1480,SEWREGE
3570,Rawal Pora,1058,SEWREGE
3571,Hari,6831,DWARTS
3572,Karewa Kangan Hal,52,FSM
3573,Tail Wani,3089,DWARTS
3574,Wangi Pora,227,FSM
3575,Seri Chowan,2266,DWARTS
3576,Sheikh Pora,1591,SEWREGE
3577,Bimini Pora,917,FSM
3578,Chakorah,1081,SEWREGE
3579,Lali Pora Mala Pora,1352,SEWREGE
3580,Awind,717,FSM
3581,Khanetar,6376,DWARTS
3582,Chaki Hanjan,374,FSM
3583,Bhenchh,2076,DWARTS
3584,Danow,1552,SEWREGE
3585,Isasso,1240,SEWREGE
3586,Balso,732,FSM
3587,Krewa Brak Pora,0,FSM
3588,Chaki Cholend,1288,SEWREGE
3589,Chichiri Pora,725,FSM
3590,Gulpur,1206,SEWREGE
3591,Sonigam,1686,SEWREGE
3592,Watari Gam,817,FSM
3593,Khar Brari,871,FSM
3594,Now Pora Chalend,294,FSM
3595,Sher Gund,1146,SEWREGE
3596,Pala Pora,327,FSM
3597,Murad Pora,523,FSM
3598,Kriri,1406,SEWREGE
3599,Naraian,1313,SEWREGE
3600,Krewan Chader,2939,DWARTS
3601,Magri Pora,1166,SEWREGE
3602,Hanji Pora,552,FSM
3603,Hind Sita Pora,607,FSM
3604,Sandoo,1169,SEWREGE
3605,Kanuian,2899,DWARTS
3606,Thaji Wara,1417,SEWREGE
3607,Gada Pora,709,FSM
3608,Forest Block,8464,DWARTS
3609,Nowgam,381,FSM
3610,Wani Hama,1187,SEWREGE
3611,Ratni Pora,878,FSM
3612,Shagan Pora,580,FSM
3613,Katrusu,1937,SEWREGE
3614,Peth Dial Gam,2499,DWARTS
3615,Matri Bagh,864,FSM
3616,Reni Pora Khasi Pora,1052,SEWREGE
3617,Shali Pora,1269,SEWREGE
3618,Pala Pora,1023,SEWREGE
3619,Zodar,1439,SEWREGE
3620,Bata Pora Niladang,370,FSM
3621,Gaw Ran,779,FSM
3622,Chowgam,613,FSM
3623,Uttarsoo,6636,DWARTS
3624,Yeerdu,1450,SEWREGE
3625,Mangnar,2870,DWARTS
3626,Ugjan,703,FSM
3627,Kamar,2343,DWARTS
3628,Dodar Koot,872,FSM
3629,Gund -I-Hado,1203,SEWREGE
3630,Chowdari Gund,282,FSM
3631,Bugam,3389,DWARTS
3632,Ramgarh,386,FSM
3633,Supur,627,FSM
3634,Pader Pora,735,FSM
3635,Chaki- Shamshi Pora,339,FSM
3636,Forah,2047,DWARTS
3637,Kangan Hal,1626,SEWREGE
3638,Khi Jogi Pora,1996,SEWREGE
3639,Sand Sooma,958,FSM
3640,Bogund,2530,DWARTS
3641,Narwaw,248,FSM
3642,Rakhi Tail Wani,250,FSM
3643,Partap Pora,378,FSM
3644,Kalai,2026,DWARTS
3645,Lallan,1225,SEWREGE
3646,Dara Dullian,3782,DWARTS
3647,Halow Pora,243,FSM
3648,Said Pora Bala,786,FSM
3649,Bomthan,1864,SEWREGE
3650,Shangas,6354,DWARTS
3651,Said Pora Pain,2229,DWARTS
3652,Shindhra,3703,DWARTS
3653,Khan Doora,3225,DWARTS
3654,Bhan,2005,DWARTS
3655,Nowgam Kothar,4432,DWARTS
3656,Dodi,2287,DWARTS
3657,Rinaie,1467,SEWREGE
3658,Teki Pora,456,FSM
3659,Ganoora,816,FSM
3660,Koleh Garh,292,FSM
3661,Madi Pora,219,FSM
3662,Vehel Chatta Watan,1965,SEWREGE
3663,Hir Pora,6579,DWARTS
3664,Imoh,1823,SEWREGE
3665,Mah,1154,SEWREGE
3666,Trahpoo,325,FSM
3667,Balnoi,1926,SEWREGE
3668,Sahib Abad,39,FSM
3669,Nani Bugh,1261,SEWREGE
3670,Areah,2100,DWARTS
3671,Shamshi Pora,985,FSM
3672,Dharie,322,FSM
3673,Nabana,1233,SEWREGE
3674,Tengah Pora,391,FSM
3675,Sofi Pora,190,FSM
3676,Brenti Bat Pora,3977,DWARTS
3677,Antoo (Ahutoo),997,FSM
3678,Tazi Pora,1008,SEWREGE
3679,Bonkhandi-Pora,460,FSM
3680,Achabal,5834,DWARTS
3681,Jhulas,3614,DWARTS
3682,Ganosar Gam,1116,SEWREGE
3683,Dangam,634,FSM
3684,Marhote,6425,DWARTS
3685,Paniwah,2654,DWARTS
3686,Vesu,2717,DWARTS
3687,Kach Dorah,892,FSM
3688,Shindoo Kulpora,2869,DWARTS
3689,Nopachi,2615,DWARTS
3690,Samb Rana,793,FSM
3691,Audora,1609,SEWREGE
3692,Batsurgam,44,FSM
3693,Mati Handoo,2067,DWARTS
3694,Sodora,3794,DWARTS
3695,Shehli Pora,1346,SEWREGE
3696,Nipor,2504,DWARTS
3697,Bachian Wali,1695,SEWREGE
3698,Rakahamah,310,FSM
3699,Zipora Dharamarth,451,FSM
3700,Peth Khandi-Pora,774,FSM
3701,Ashmuji Jagir,0,FSM
3702,Wangam Sodershan Pora,1191,SEWREGE
3703,Makan -I -Danger Pora,281,FSM
3704,Phagla,2890,DWARTS
3705,Kani Pora,1214,SEWREGE
3706,Sedheve,3648,DWARTS
3707,Mohmad Pora,2535,DWARTS
3708,Amshi Pora,1466,SEWREGE
3709,Kachohalan,653,FSM
3710,Mangi Pora,171,FSM
3711,Akhran,2183,DWARTS
3712,Zazri Pora,492,FSM
3713,Ogje Balan,608,FSM
3714,Maidan,466,FSM
3715,Dam Hall,2205,DWARTS
3716,Malhan,1126,SEWREGE
3717,Poni Pora,520,FSM
3718,Seh Pora,752,FSM
3719,Pariwan,1287,SEWREGE
3720,Ashmji Khalsa,4097,DWARTS
3721,Ogam,657,FSM
3722,Peth Bugh,1633,SEWREGE
3723,Salotri,1375,SEWREGE
3724,Bata Pora,449,FSM
3725,Hadigam,1169,SEWREGE
3726,Dadi Pora Jagir,458,FSM
3727,Kahrot Jagir,914,FSM
3728,Kot Hair,2693,DWARTS
3729,Ram Nagri,3437,DWARTS
3730,Nowgam,1201,SEWREGE
3731,Surat Khalsa,131,FSM
3732,Surat Jagir,1520,SEWREGE
3733,Kahrot Khalsa,322,FSM
3734,Chatri Pora,897,FSM
3735,Nowgam Devsar,854,FSM
3736,Such,1141,SEWREGE
3737,Kolian,621,FSM
3738,Laro Jagir,1436,SEWREGE
3739,Lassana,3628,DWARTS
3740,Seh Pora Ram Pathri,198,FSM
3741,Badoora,884,FSM
3742,Rakha Pora Nack Pora,491,FSM
3743,Nawa Pora,1787,SEWREGE
3744,Nilwa,2694,DWARTS
3745,Bumbrath,588,FSM
3746,Mendla,0,FSM
3747,Hee Pora,829,FSM
3748,Jadi Pora Khalsa,573,FSM
3749,Sangas,1569,SEWREGE
3750,Hardu Shichan,2598,DWARTS
3751,Okai,2856,DWARTS
3752,Konthchoo,742,FSM
3753,Umar Khar,25,FSM
3754,Brari Pora,353,FSM
3755,Kapren,1331,SEWREGE
3756,Rei,795,FSM
3757,Chansar,1921,SEWREGE
3758,Jadi Pora Jagir,253,FSM
3759,Gadhi Pora,788,FSM
3760,Hanji Pora,269,FSM
3761,Reshnagri,2267,DWARTS
3762,Laro Khalsa,327,FSM
3763,Qaderna,1463,SEWREGE
3764,Chhatroo,5264,DWARTS
3765,Mohra Bachhai,4128,DWARTS
3766,Tengam,257,FSM
3767,Pal Pora,646,FSM
3768,Gund Tokipora,1503,SEWREGE
3769,Kulgam,13136,DWARTS
3770,Rain Ather,2141,DWARTS
3771,Chak Pora Ban Dora,1069,SEWREGE
3772,Poshiana,2379,DWARTS
3773,Manigam,1436,SEWREGE
3774,Ghani,2977,DWARTS
3775,Pandoshan,735,FSM
3776,Akin Gam,3826,DWARTS
3777,Fateh Pora,4702,DWARTS
3778,Malpora Brawari,970,FSM
3779,Morha,3256,DWARTS
3780,Gassi Pora,0,FSM
3781,Chandi Marh,1021,SEWREGE
3782,Kemo Mashigham Khalsa,0,FSM
3783,Hard Pora,1700,SEWREGE
3784,Gadi Hama,518,FSM
3785,Sangla,4128,DWARTS
3786,Adijan Adwan,770,FSM
3787,Chandan  Pajan,1915,SEWREGE
3788,Andoora,1122,SEWREGE
3789,Posh Hamah,464,FSM
3790,Kas Balari,3454,DWARTS
3791,Hei Pora Bata Gund,682,FSM
3792,Tang Bal,609,FSM
3793,Arakhashi Pora,1735,SEWREGE
3794,Kanjiuler,946,FSM
3795,Mirhama,2068,DWARTS
3796,Brazlo,645,FSM
3797,Kakran,510,FSM
3798,Kelam Bozgam,4858,DWARTS
3799,Narseng Pora,696,FSM
3800,Purso,680,FSM
3801,Begam,1137,SEWREGE
3802,Amnu,1145,SEWREGE
3803,Agru,1083,SEWREGE
3804,Kadoorah,405,FSM
3805,Kemo Mashigham Jagir,0,FSM
3806,Lirow,756,FSM
3807,Mandojan,670,FSM
3808,Irote Damjan,1742,SEWREGE
3809,Hakura Badas Gam,6307,DWARTS
3810,Nihama,999,FSM
3811,Chhungan,3514,DWARTS
3812,Largo Ramahama,1784,SEWREGE
3813,Dantehri,202,FSM
3814,Samnoo,850,FSM
3815,Sailani,1018,SEWREGE
3816,Bronthnu,245,FSM
3817,Hablshi,1541,SEWREGE
3818,Lok Bawan Larki Pora,4032,DWARTS
3819,Madergam,881,FSM
3820,Challan,1147,SEWREGE
3821,Naid Pora,702,FSM
3822,Har Wath,923,FSM
3823,Dundhak,1436,SEWREGE
3824,Shangran Devsar,2174,DWARTS
3825,Zeipora Devsar,788,FSM
3826,Chanjer,1612,SEWREGE
3827,Asthal,1058,SEWREGE
3828,Khah Gund,0,FSM
3829,Kala Ban,2992,DWARTS
3830,Feri Pora,832,FSM
3831,Pambi,905,FSM
3832,Gopal Pora,1037,SEWREGE
3833,Zongal Pora,2268,DWARTS
3834,Likhdi Pora,864,FSM
3835,Lathung,787,FSM
3836,Ban Ghee,752,FSM
3837,Mandhool,2143,DWARTS
3838,Ochhad,2433,DWARTS
3839,Zal Dora,1082,SEWREGE
3840,Domchaku,278,FSM
3841,Adigam,885,FSM
3842,Kehar Pora,1850,SEWREGE
3843,Nusoo Badra Gund,3378,DWARTS
3844,Autoo,3543,DWARTS
3845,Chak Path,1019,SEWREGE
3846,Mangal Pora,225,FSM
3847,Forest Block,304,FSM
3848,Bona Devsar,3162,DWARTS
3849,Baihama,1192,SEWREGE
3850,Kishgund,367,FSM
3851,Qasba Devsar,2094,DWARTS
3852,Lisoo Bran Nar,1997,SEWREGE
3853,Khokhar Hama,426,FSM
3854,Sanei,4360,DWARTS
3855,Chuian,1530,SEWREGE
3856,Gaunthal,3339,DWARTS
3857,Kalar Kattal,2935,DWARTS
3858,Pahlu,2463,DWARTS
3859,Guri Draman,2436,DWARTS
3860,Mir Wani,1362,SEWREGE
3861,Mant Pora,941,FSM
3862,Chatri Pora,617,FSM
3863,Mohri Pora,783,FSM
3864,Hardu Dehrana,2221,DWARTS
3865,Shahoo Shachan,1295,SEWREGE
3866,Adigan Dewsar,1332,SEWREGE
3867,Bunigam,1276,SEWREGE
3868,Hillar Arhama,4482,DWARTS
3869,Potha,3100,DWARTS
3870,Yarhool Baba Pora,1554,SEWREGE
3871,Bata Pora Vailoo,118,FSM
3872,Shangrin,1107,SEWREGE
3873,Gund Now Roze,574,FSM
3874,Shanker Pora,1667,SEWREGE
3875,Dogey (Dogran),3122,DWARTS
3876,Chak Banola,973,FSM
3877,Manzgam,5629,DWARTS
3878,Khara  Pora,2237,DWARTS
3879,Chogal Pora,1270,SEWREGE
3880,Asnur,2106,DWARTS
3881,Bahal,1346,SEWREGE
3882,Chananser,487,FSM
3883,Chhajla,5566,DWARTS
3884,Bathi Pora,710,FSM
3885,Gursahi,8784,DWARTS
3886,Soaf Shalli,4016,DWARTS
3887,Chamb Gund,1840,SEWREGE
3888,Khal Har,798,FSM
3889,Gasi Rania,916,FSM
3890,Pathanatir,1464,SEWREGE
3891,Arigutnoo,1634,SEWREGE
3892,Sopat Tangpora,2693,DWARTS
3893,Dandi Dhara,1544,SEWREGE
3894,Narol,1244,SEWREGE
3895,Paranhal,491,FSM
3896,Wati Gam,721,FSM
3897,Gudar,2440,DWARTS
3898,Yaroo,850,FSM
3899,Beri Gam,1916,SEWREGE
3900,Kandi Warin,2095,DWARTS
3901,Bona Gund,945,FSM
3902,Booch,1366,SEWREGE
3903,Panzat Wan Pora,4274,DWARTS
3904,Khulora,1045,SEWREGE
3905,Drinen Drobdara,1607,SEWREGE
3906,Nawah,729,FSM
3907,Bhati Dhar,1958,SEWREGE
3908,Ghee Boom,263,FSM
3909,Damhal Hanji Pora,4005,DWARTS
3910,Nar Sanger,1613,SEWREGE
3911,Now Bugh,2203,DWARTS
3912,Chingam,3843,DWARTS
3913,Malwan,3263,DWARTS
3914,Dard Gund,1741,SEWREGE
3915,Sagra,1867,SEWREGE
3916,Fazal Abad (Gundi),6382,DWARTS
3917,Lanker Pambi,400,FSM
3918,Salwah,5447,DWARTS
3919,Laisoo,1609,SEWREGE
3920,Chitral,790,FSM
3921,Durhama,216,FSM
3922,Watar Hall,561,FSM
3923,Traran Wali,2345,DWARTS
3924,Bani Mulla,1808,SEWREGE
3925,Tiller,1046,SEWREGE
3926,Samote,6501,DWARTS
3927,Parz Gam,2939,DWARTS
3928,Gaudwana,1278,SEWREGE
3929,Pamrote (Pamroje),1362,SEWREGE
3930,Brinial Lamar,6745,DWARTS
3931,Sagam,4834,DWARTS
3932,Sransoo Sham Pora,889,FSM
3933,Akhal,1579,SEWREGE
3934,Thera,616,FSM
3935,Lewdora,591,FSM
3936,Chachmolla,440,FSM
3937,Now Pora Shah Abad,2342,DWARTS
3938,Wari Pora,756,FSM
3939,Takia Ahamad Shah,347,FSM
3940,Kuchey Pora,254,FSM
3941,Deharna,1470,SEWREGE
3942,Topa,1475,SEWREGE
3943,Mankote,4437,DWARTS
3944,Chowgam,4020,DWARTS
3945,Gundi Pora,230,FSM
3946,Tareh Gam,324,FSM
3947,Banola (Banela),2082,DWARTS
3948,Nagam,2739,DWARTS
3949,Koreal,898,FSM
3950,Sailan,1646,SEWREGE
3951,Kriri Shah Abad,1772,SEWREGE
3952,Chandergi,669,FSM
3953,Oui Bamdoora,2250,DWARTS
3954,Sangliani,779,FSM
3955,Darasher Khan,0,FSM
3956,Buni Khet (Dhooni Khet),1269,SEWREGE
3957,Tang Marg,3712,DWARTS
3958,Lar Noo,3060,DWARTS
3959,Ahmad Abad,4210,DWARTS
3960,Partab Pora,48,FSM
3961,Yar Khushi Pora,3767,DWARTS
3962,Halan,1534,SEWREGE
3963,Khara Gund,1631,SEWREGE
3964,Khuri Bata Pora Jag,1194,SEWREGE
3965,Desu Now Bugh,3123,DWARTS
3966,Surankot,3588,DWARTS
3967,Churath,2944,DWARTS
3968,Hanzal,343,FSM
3969,Qasba Khul,4211,DWARTS
3970,Dan Veth Pora,942,FSM
3971,Sarhuti,1498,SEWREGE
3972,Qazigund,3537,DWARTS
3973,Kounser Bal,1573,SEWREGE
3974,Dalwach Gagas Gund,1128,SEWREGE
3975,Kannah,0,FSM
3976,Lisar Pora,415,FSM
3977,Herdumand Gori,1693,SEWREGE
3978,Dhara Mohara,1768,SEWREGE
3979,Lisser Chawal Gam,2340,DWARTS
3980,Wan Pora Choimulla,896,FSM
3981,Behrangala,1546,SEWREGE
3982,Hari Gam,0,FSM
3983,Ringat,898,FSM
3984,Irkamoo,820,FSM
3985,Niamat Pora (Drawari),1466,SEWREGE
3986,Rewtan,278,FSM
3987,Bidder Hayat Pora,686,FSM
3988,Jaran Wali Gali,780,FSM
3989,Awil,1455,SEWREGE
3990,Jagal,480,FSM
3991,Naroo Pora,3945,DWARTS
3992,Maidan,1630,SEWREGE
3993,Mahmood  Abad,1723,SEWREGE
3994,Kuri  Gam,3292,DWARTS
3995,Iqbal Pora (Kharatti),2502,DWARTS
3996,Addi Gam,2243,DWARTS
3997,Mahara,2548,DWARTS
3998,Ragi Pora,375,FSM
3999,Naka Majiari,4215,DWARTS
4000,Bhera,2290,DWARTS
4001,Draba,3509,DWARTS
4002,Kewah,1613,SEWREGE
4003,Bafliaz,4895,DWARTS
4004,Tunjlu,1637,SEWREGE
4005,Deval Gam,9325,DWARTS
4006,Shaster Gam,435,FSM
4007,Bragam,1766,SEWREGE
4008,Rakhi Lissar,58,FSM
4009,Prat,1095,SEWREGE
4010,Ari,7320,DWARTS
4011,Hillar Shah Abad,1770,SEWREGE
4012,Bindoo Zalan Gam,2237,DWARTS
4013,Chicha Dachhan,1412,SEWREGE
4014,Dobraj (Dabraj),883,FSM
4015,Chaki Samad Rather,519,FSM
4016,Chimmer,3534,DWARTS
4017,Chak Rambir Pora,1646,SEWREGE
4018,Ruzloo,1846,SEWREGE
4019,Batango,754,FSM
4020,Khuri Bata Pora Khalsa,7073,DWARTS
4021,Duru-Verinag,17237,DWARTS
4022,Kalar Mohra,2298,DWARTS
4023,Harni,921,FSM
4024,Yari Khah,3600,DWARTS
4025,Dharana,2765,DWARTS
4026,Kanchlu,1419,SEWREGE
4027,Wan Gund,2445,DWARTS
4028,Gad Wail,1430,SEWREGE
4029,Gochan,826,FSM
4030,Wari Pora,848,FSM
4031,Nagnad,404,FSM
4032,Kukernag,4863,DWARTS
4033,Cheri Tanzi,782,FSM
4034,Thathoo,239,FSM
4035,Boh,3820,DWARTS
4036,Bhata Dhurian,2441,DWARTS
4037,Nagam,3063,DWARTS
4038,Badhi Har,1823,SEWREGE
4039,Gojri Pora Dayani Pora,899,FSM
4040,Karaloo,1855,SEWREGE
4041,Chater Gam,365,FSM
4042,Galhuta,6427,DWARTS
4043,Logopora,761,FSM
4044,Badigah Lalan,1823,SEWREGE
4045,Orial,1507,SEWREGE
4046,Hakra Dan,236,FSM
4047,Nandimarg,4925,DWARTS
4048,Gohlad,7162,DWARTS
4049,Chak Wazoo,319,FSM
4050,Mandi Pora,85,FSM
4051,Marg Bal,488,FSM
4052,Dano Kandi Marag,7123,DWARTS
4053,Nav Bug,602,FSM
4054,Indarwal,4479,DWARTS
4055,Pach Gam,1123,SEWREGE
4056,Alal,1513,SEWREGE
4057,Manz Moh,3261,DWARTS
4058,Waltengo,2631,DWARTS
4059,Hasploot,2827,DWARTS
4060,Azmat Abad,1180,SEWREGE
4061,Nala Sund Brari,3891,DWARTS
4062,Kotan,1043,SEWREGE
4063,Panghai,3064,DWARTS
4064,Sangiot,3308,DWARTS
4065,Nar,1459,SEWREGE
4066,Nigeen Pora,2212,DWARTS
4067,Karyot,603,FSM
4068,Oojru,697,FSM
4069,Manhal,2368,DWARTS
4070,Dandi Pora,3786,DWARTS
4071,Prani Gam,744,FSM
4072,Tagood,1957,SEWREGE
4073,Bata Gund,6283,DWARTS
4074,Kotamarag,1066,SEWREGE
4075,Shahdra,2839,DWARTS
4076,Dandward,1438,SEWREGE
4077,Now Dora Kralmar,688,FSM
4078,Changoo,1602,SEWREGE
4079,Takia Magam,3494,DWARTS
4080,Kals,210,FSM
4081,Badhar Moona,598,FSM
4082,Dara,1102,SEWREGE
4083,Bhata,648,FSM
4084,Lohar Sanzi,2526,DWARTS
4085,Fangot,0,FSM
4086,Goi,0,FSM
4087,Dabsi,213,FSM
4088,Mangota,2186,DWARTS
4089,Bataihli,309,FSM
4090,Dhowk,1107,SEWREGE
4091,Dhargloon,5058,DWARTS
4092,Mundah,2371,DWARTS
4093,Polia,1347,SEWREGE
4094,Darhal,3235,DWARTS
4095,Lanjote,162,FSM
4096,Adeh Hall,1490,SEWREGE
4097,Majhur,805,FSM
4098,Sadi Wara,2933,DWARTS
4099,Barhon,443,FSM
4100,Thanamandi,3475,DWARTS
4101,Naili,234,FSM
4102,Khanyal Kote,447,FSM
4103,Ghambeer Muglian,4515,DWARTS
4104,Lohrna,2499,DWARTS
4105,Kotli Kalaban,1588,SEWREGE
4106,Sandot,858,FSM
4107,Rajdhani,2251,DWARTS
4108,Omoh,1056,SEWREGE
4109,Dahruti,112,FSM
4110,Hala Pora,1185,SEWREGE
4111,Bharot,2385,DWARTS
4112,Thana Nang,4593,DWARTS
4113,Dehri Ralyot,2380,DWARTS
4114,Danna,285,FSM
4115,Rain Cho Gund,3219,DWARTS
4116,Dudaj,6504,DWARTS
4117,Dharatti,913,FSM
4118,Now Gam Shah Abad,4481,DWARTS
4119,Forest Block,8481,DWARTS
4120,Sarsot,833,FSM
4121,Drairi,906,FSM
4122,Chokian,3707,DWARTS
4123,Dichar,243,FSM
4124,Bala Kote,378,FSM
4125,Gadool Ahlan,9476,DWARTS
4126,Janak Pur,1215,SEWREGE
4127,Dharsakri,3634,DWARTS
4128,Hasploot,2827,DWARTS
4129,Thaman Kote,2005,DWARTS
4130,Sagrawat,1104,SEWREGE
4131,Qamar,3558,DWARTS
4132,Forest Block,598,FSM
4133,Nandkot,560,FSM
4134,Laha,1211,SEWREGE
4135,Mool Chetar,2214,DWARTS
4136,Basuni,466,FSM
4137,Lopara,2447,DWARTS
4138,Mali Kot,2082,DWARTS
4139,Gurasarkari,667,FSM
4140,Gaughroat,2413,DWARTS
4141,Parori Gujjran,2260,DWARTS
4142,Sigdee,4765,DWARTS
4143,Dewal,3148,DWARTS
4144,Ramlota,256,FSM
4145,Halsidar,2661,DWARTS
4146,Gulab Garh,1623,SEWREGE
4147,Khablan,3486,DWARTS
4148,Sonder,2705,DWARTS
4149,Dabrot,746,FSM
4150,Sohala,226,FSM
4151,Forest Block,389,FSM
4152,Kot,1979,SEWREGE
4153,Palmar,6019,DWARTS
4154,Gawas,1960,SEWREGE
4155,Hir Gawas,1019,SEWREGE
4156,Kothra,1208,SEWREGE
4157,Galhotti,2369,DWARTS
4158,Panjani,159,FSM
4159,Chassot,5580,DWARTS
4160,Sasutah,54,FSM
4161,Bidha Kanna,1231,SEWREGE
4162,Palangar,1708,SEWREGE
4163,Bhattian,1787,SEWREGE
4164,Patrara,568,FSM
4165,Bhroti,787,FSM
4166,Mangalnar,1294,SEWREGE
4167,Chhohan,395,FSM
4168,Kuchal,3479,DWARTS
4169,Hengi Pora,680,FSM
4170,Datote,49,FSM
4171,Bhagan Kot,1066,SEWREGE
4172,Dhari Dhara,724,FSM
4173,Hangali,16,FSM
4174,Badhan,533,FSM
4175,Kalali,1109,SEWREGE
4176,Soker,683,FSM
4177,Raj Nagar,4361,DWARTS
4178,Malhiet,880,FSM
4179,Udil Gojran,608,FSM
4180,Husyot,352,FSM
4181,Lerian,1403,SEWREGE
4182,Jamula,637,FSM
4183,Majra Kund,863,FSM
4184,Dodarsan Bala,4405,DWARTS
4185,Naugam,798,FSM
4186,Tarkundi,0,FSM
4187,Gund Thathar,779,FSM
4188,Kaprin,2587,DWARTS
4189,Larh,1305,SEWREGE
4190,Nadian,1832,SEWREGE
4191,Raing Mandoo,990,FSM
4192,Bhransal,1501,SEWREGE
4193,Saj,3137,DWARTS
4194,Padhira,365,FSM
4195,Munja Kot,296,FSM
4196,Maharaj Pura,60,FSM
4197,Panhad,2020,DWARTS
4198,Charel Lamber,3571,DWARTS
4199,Tarkasi,1370,SEWREGE
4200,Bhander Koot,287,FSM
4201,Sarola,1364,SEWREGE
4202,Zanhal,1030,SEWREGE
4203,Hiyat Pura,1549,SEWREGE
4204,Kewal,2712,DWARTS
4205,Rehean,2774,DWARTS
4206,Mangot,2680,DWARTS
4207,Forest Block,0,FSM
4208,Narojal,1040,SEWREGE
4209,Shibras,1072,SEWREGE
4210,Dandwat,2301,DWARTS
4211,Rahalthal,1911,SEWREGE
4212,Rajdhani,1820,SEWREGE
4213,Maman Kot,1295,SEWREGE
4214,Jagir Namdar,0,FSM
4215,Kandi,4457,DWARTS
4216,Neoch,1574,SEWREGE
4217,Ashar,1235,SEWREGE
4218,Neli,1184,SEWREGE
4219,Chambi Trar,912,FSM
4220,Dodarsan Pain,678,FSM
4221,Samsamat,1545,SEWREGE
4222,Thathar,4077,DWARTS
4223,Kakora,2368,DWARTS
4224,Kawartanji,978,FSM
4225,Saun Kot,527,FSM
4226,Dhar,987,FSM
4227,Kundradhan,2883,DWARTS
4228,Panjnara,713,FSM
4229,Hangu,202,FSM
4230,Ujjan,3954,DWARTS
4231,Targian,3010,DWARTS
4232,Haorna,975,FSM
4233,Chachahal,938,FSM
4234,Lar,913,FSM
4235,Barsala,428,FSM
4236,Chashoti,357,FSM
4237,Panj Grian,4694,DWARTS
4238,Forest Block,30,FSM
4239,Targam,5139,DWARTS
4240,Mohra,2427,DWARTS
4241,Machail,540,FSM
4242,Fateh Pur,5529,DWARTS
4243,Kurhed,1562,SEWREGE
4244,Kaskoot,1658,SEWREGE
4245,Ponda Naka,460,FSM
4246,Samna Bhata,931,FSM
4247,Ajna,802,FSM
4248,Chanchloo,1849,SEWREGE
4249,Chandial Kot,814,FSM
4250,Darbeel,2018,DWARTS
4251,Katarmal,1405,SEWREGE
4252,Karawa,1420,SEWREGE
4253,Cher Jee,1662,SEWREGE
4254,Filler,3068,DWARTS
4255,Arhbais,826,FSM
4256,Poochal,6145,DWARTS
4257,Banihal,2795,DWARTS
4258,Hamusan,221,FSM
4259,Sher Garhi,839,FSM
4260,Tuksan,875,FSM
4261,Goverdhan Bala,1507,SEWREGE
4262,Phalini,1311,SEWREGE
4263,Losain,419,FSM
4264,Tralla Gujjran,1436,SEWREGE
4265,Draj,3452,DWARTS
4266,San Kari,1118,SEWREGE
4267,Dandakot,652,FSM
4268,Lach Dayaram,2740,DWARTS
4269,Khorh,818,FSM
4270,Sangli Kot,846,FSM
4271,Rehtal,1024,SEWREGE
4272,Sazar,471,FSM
4273,Chbicha Nagsain,872,FSM
4274,Somote,1789,SEWREGE
4275,Deogoal,265,FSM
4276,Chodri Nar,1188,SEWREGE
4277,Dolegam,5030,DWARTS
4278,Chhabardhara,108,FSM
4279,Khari,7132,DWARTS
4280,Ati,1313,SEWREGE
4281,Kot Dhra,2281,DWARTS
4282,Nagam,1525,SEWREGE
4283,Chariahn,900,FSM
4284,Thalkot,882,FSM
4285,Pakalan,799,FSM
4286,Phowalgah,113,FSM
4287,Sawari,5274,DWARTS
4288,Farwahale,717,FSM
4289,Shadool,1031,SEWREGE
4290,Darman,1849,SEWREGE
4291,Dhan Loharian,894,FSM
